month,year,county,num_retailers,num_returns,gross_sales,retail_sales,state_net_taxable_sales,state_sales_tax
10,2017,Dolores,,459,4255000,2637000,1495000,42000
9,2017,Mesa,,7363,538809000,434703000,224131000,6313000
6,2018,Crowley,,680,2951000,2842000,1385000,39000
3,2018,Weld,,19443,1594390000,1109785000,544773000,15329000
9,2020,Morgan,,6348,116583000,90147000,39522000,
11,2020,Baca,,1922,12183000,11138000,5184000,
4,2015,Gilpin,,693,7752,7302,4747,192
3,2020,Adams,,34930,3215176000,2250475000,776558000,
11,2020,Costilla,,1599,5592000,5003000,1826000,
9,2020,Hinsdale,,923,5134000,4823000,3753000,
2,2018,Adams,,13900,2485512000,1857512000,669098000,18988000
5,2018,Saguache,,999,13361000,12729000,2748000,77000
10,2016,Eagle,,5220,155424000,143754000,92037000,2592000
5,2020,La Plata,,7533,188859000,159596000,91326000,
6,2020,Cheyenne,,1295,14442000,9661000,3710000,
7,2016,Lincoln,,921,22631000,20954000,6938000,195000
7,2017,Hinsdale,,335,4560000,4538000,3444000,97000
10,2016,Jefferson,,13837,1522409000,1318414000,717684000,20184000
7,2015,Douglas,,8446,970638,862919,443939,12486
7,2017,Park,,1594,17895000,17150000,9341000,262000
4,2020,El Paso,,26170,1767743000,1448638000,818012000,
12,2020,Pitkin,,9106,227983000,215624000,139553000,
8,2020,Prowers,,2942,37451000,33060000,14890000,
12,2020,Mesa,,17773,846336000,681923000,279163000,
12,2019,Custer,,1874,9642000,7201000,3954000,111000
1,2015,Delta,,2065,51619,46426,24598,691
7,2015,El Paso,,11139,1658987,1381997,804479,22753
4,2018,Kit Carson,,1363,32888000,29851000,7566000,212000
2,2016,Jackson,,458,2418000,2270000,1192000,33000
1,2020,San Juan,,447,1652000,1541000,1037000,
12,2020,Fremont,,8562,124808000,102512000,47779000,
10,2019,Grand,,5336,61285000,53256000,36224000,1017000
3,2020,Gunnison,,4892,54427000,48531000,25674000,
12,2020,Costilla,,1723,15985000,14457000,2131000,
1,2017,Clear Creek,,1584,19757000,15992000,8926000,251000
6,2017,Pitkin,,3306,124830000,117714000,74704000,2111000
2,2016,Lincoln,,906,14713000,13006000,4805000,135000
3,2017,Custer,,883,5990000,5668000,2548000,71000
12,2018,Larimer,,25088,2682498000,1403365000,608856000,17170000
4,2016,Montrose,,2105,89138000,80991000,43982000,1242000
7,2015,Logan,,1449,54980,49719,23314,657
4,2015,El Paso,,10931,1530099,1238998,702971,19799
2,2018,Archuleta,,1120,22889000,22108000,11908000,334000
10,2015,Pitkin,,2367,74665,71046,39646,1119
6,2019,Archuleta,,2813,44130000,38631000,23584000,662000
12,2017,Jefferson,,24793,3146508000,2209666000,902308000,25404000
7,2017,Routt,,2481,98467000,90885000,63220000,1776000
11,2015,La Plata,,2543,192324,140322,69572,1953
8,2015,Kiowa,,388,2924,2851,515,14
5,2015,Boulder,,9323,961087,747777,421915,11882
1,2017,Pueblo,,3857,424862000,321813000,148168000,4173000
5,2015,Lincoln,,880,19396,18785,5707,160
11,2015,Garfield,,3854,209641,189959,91725,2575
2,2017,San Miguel,,1534,39176000,38272000,29896000,840000
10,2015,Eagle,,4866,149785,139318,86850,2443
1,2016,Hinsdale,,253,668000,643000,353000,10000
6,2019,Phillips,,1613,35802000,23841000,3746000,110000
10,2019,Baca,,1423,8958000,8138000,2807000,79000
4,2016,Grand,,2468,33640000,31879000,17048000,480000
9,2018,Weld,,20282,1474034000,1088304000,511326000,14386000
2,2017,Ouray,,815,5194000,5124000,3213000,90000
12,2018,El Paso,,30291,3329428000,2561141000,1015827000,28596000
9,2018,Chaffee,,2848,71689000,65680000,37308000,1049000
7,2020,Summit,,9702,240128000,215010000,142631000,
12,2020,Kiowa,,1165,7789000,5103000,2053000,
1,2020,Kit Carson,,2429,46702000,40589000,10277000,
12,2020,Teller,,7266,80967000,70776000,37356000,
11,2019,Costilla,,1180,3928000,3553000,1675000,48000
3,2018,Baca,,1008,7276000,7043000,2250000,63000
10,2016,Baca,,781,7657000,7461000,4290000,120000
1,2017,Park,,1497,13763000,13434000,5623000,158000
8,2018,Denver,,11903,3725353000,2486401000,1592346000,45082000
4,2019,Mineral,,419,1766000,1655000,974000,27000
3,2015,Morgan,,2254,86370,69043,31068,872
3,2019,Park,,2803,18733000,17511000,8152000,229000
8,2015,Moffat,,1129,34786,31012,16096,452
7,2018,Rio Blanco,,996,27451000,17307000,8663000,243000
2,2016,Baca,,739,4621000,4428000,1630000,46000
12,2019,Crowley,,1214,5190000,3443000,1703000,48000
7,2020,Crowley,,1257,5115000,4231000,2544000,
12,2020,Baca,,2239,15783000,14502000,6540000,
6,2015,Costilla,,638,3617,3520,1478,41
3,2017,Arapahoe,,20923,2472667000,1891537000,955879000,26882000
2,2020,Hinsdale,,501,1873000,1736000,1221000,
12,2020,Rio Blanco,,2926,89617000,81696000,8353000,
7,2019,Phillips,,1543,23371000,20103000,3355000,95000
8,2020,Arapahoe,,40412,2563123000,2009141000,1165320000,
12,2020,Routt,,9003,205921000,173461000,86711000,
7,2019,Cheyenne,,954,25753000,21900000,11788000,331000
4,2020,Denver,,14234,3629514000,1929637000,929662000,
12,2020,Weld,,52854,2634509000,1811422000,564806000,
2,2018,Teller,,2014,32079000,30574000,16235000,468000
11,2017,Morgan,,2367,76925000,63296000,29745000,835000
9,2020,Gunnison,,6310,85546000,75643000,45910000,
12,2020,Jefferson,,51612,3590644000,2752536000,1011297000,
5,2020,Teller,,5348,53491000,48172000,30663000,
12,2020,San Juan,,769,2689000,2374000,1423000,
5,2018,Adams,,14174,3099984000,2274866000,854949000,24166000
12,2016,San Juan,,403,1681000,1191000,878000,25000
3,2018,Saguache,,1142,9362000,8537000,2690000,76000
7,2015,Fremont,,1994,81575,68857,33923,953
1,2018,Costilla,,759,2391000,2346000,879000,25000
9,2016,Huerfano,,1067,14873000,12499000,5534000,155000
9,2017,Kit Carson,,1466,38919000,36862000,7887000,222000
4,2019,Ouray,,1341,7196000,6525000,3845000,108000
12,2015,Broomfield,,2752,625679,321996,129562,3676
2,2017,Pitkin,,2673,152966000,149909000,109141000,3075000
5,2017,Alamosa,,1205,47956000,41677000,22708000,637000
8,2016,Prowers,,1181,27650000,24883000,11656000,327000
12,2017,Jackson,,644,12370000,8614000,2021000,57000
6,2019,Prowers,,2413,43778000,32288000,13092000,368000
7,2015,Washington,,679,7513,6896,1988,56
3,2016,Park,,1689,15210000,13932000,6069000,171000
2,2019,Adams,,19678,2653573000,1903501000,703894000,19911000
9,2019,Douglas,,30497,1711629000,1166827000,590332000,16605000
9,2018,Montrose,,3143,133929000,115369000,56531000,1592000
5,2016,El Paso,,11581,1608163000,1312335000,775690000,21886000
3,2019,Mesa,,9922,682514000,559963000,234194000,6589000
11,2015,Jackson,,445,2985,2844,1020,29
5,2019,Ouray,,1545,9302000,8388000,5260000,148000
12,2015,Clear Creek,,1765,28136,20539,10027,282
12,2016,Sedgwick,,680,7649000,6716000,1608000,45000
9,2018,Prowers,,1579,34968000,27525000,11174000,313000
4,2019,Fremont,,4193,83371000,64356000,34899000,987000
10,2017,Mesa,,5399,447155000,366792000,212513000,5984000
2,2020,La Plata,,6546,178670000,140690000,75301000,
12,2020,Pueblo,,13167,1123468000,585324000,246939000,
9,2017,Routt,,3346,109842000,96175000,54764000,1542000
8,2018,Broomfield,,2151,233223000,207005000,112770000,3215000
9,2019,Kit Carson,,2685,142834000,124686000,12707000,358000
4,2019,San Miguel,,2271,19866000,18041000,11014000,310000
8,2017,Douglas,,10432,1180839000,928413000,495809000,13942000
8,2019,Moffat,,2421,45047000,39250000,20923000,587000
10,2015,Adams,,11189,2324194,1718968,681347,19538
